Application Number,CSI Project Tilt
SCE-CSI-08519,15
SCE-CSI-74916,18
SCE-CSI-29202,28
SCE-CSI-50937,18
SCE-CSI-34434,18
SCE-CSI-60220,22
SCE-CSI-07414,20
SCE-CSI-54022,23
SCE-CSI-35137,22
SCE-CSI-60067,23
SCE-CSI-33233,22
SCE-CSI-47900,18
SCE-CSI-76084,23
SCE-CSI-50191,19
SCE-CSI-11295,15
SCE-CSI-76650,8
SCE-CSI-27075,24
SCE-CSI-53473,18
SCE-CSI-18021,27
SCE-CSI-70725,18
SCE-CSI-31717,23
SCE-CSI-73854,17
SCE-CSI-03909,23
SCE-CSI-69523,22
SCE-CSI-49572,23
SCE-CSI-67513,27
SCE-CSI-33673,24
SCE-CSI-76645,8
SCE-CSI-76646,8
SCE-CSI-16963,22
SCE-CSI-71845,18
SCE-CSI-56055,23
SCE-CSI-17462,19
SCE-CSI-59797,23
SCE-CSI-19350,15
SCE-CSI-52340,23
SCE-CSI-41239,20
SCE-CSI-63169,23
SCE-CSI-08738,25
SCE-CSI-51299,18
SCE-CSI-04823,30
SCE-CSI-55207,13
SCE-CSI-35065,27
SCE-CSI-19250,23
SCE-CSI-47344,20
SCE-CSI-31051,23
SCE-CSI-50707,22
SCE-CSI-02248,23
SCE-CSI-51975,22
SCE-CSI-17793,18
SCE-CSI-60936,18
SCE-CSI-53338,23
SCE-CSI-60667,23
SCE-CSI-22788,17
SCE-CSI-60659,26
SCE-CSI-33005,22
SCE-CSI-51189,23
SCE-CSI-30173,14
SCE-CSI-20994,28
SCE-CSI-62764,22
SCE-CSI-39068,23
SCE-CSI-57159,23
SCE-CSI-26127,23
SCE-CSI-50617,15
SCE-CSI-27393,15
SCE-CSI-60410,18
SCE-CSI-36341,21
SCE-CSI-51727,23
SCE-CSI-22792,21
SCE-CSI-72660,22
SCE-CSI-47427,20
SCE-CSI-32358,20
SCE-CSI-49775,30
SCE-CSI-65600,18
SCE-CSI-28827,21
SCE-CSI-52354,23
SCE-CSI-74990,23
SCE-CSI-76658,8
SCE-CSI-25314,22
SCE-CSI-58279,23
SCE-CSI-30417,37
SCE-CSI-51752,23
SCE-CSI-11172,14
SCE-CSI-51732,23
SCE-CSI-23408,15
SCE-CSI-71189,14
SCE-CSI-12559,22
SCE-CSI-68535,24
SCE-CSI-20871,15
SCE-CSI-69429,30
SCE-CSI-31927,18
SCE-CSI-68615,19
SCE-CSI-47914,36
SCE-CSI-08282,27
SCE-CSI-76655,8
SCE-CSI-29632,27
SCE-CSI-56661,24
SCE-CSI-26639,17
SCE-CSI-19556,17
SCE-CSI-51254,40
SCE-CSI-33680,18
SCE-CSI-44650,24
SCE-CSI-04370,18
SCE-CSI-51255,20
SCE-CSI-39176,15
SCE-CSI-31920,12
SCE-CSI-72842,23
SCE-CSI-10327,22
SCE-CSI-67182,23
SCE-CSI-07145,23
SCE-CSI-48181,18
SCE-CSI-31636,20
SCE-CSI-37796,18
SCE-CSI-76652,8
SCE-CSI-68170,15
SCE-CSI-30176,23
SCE-CSI-72934,18
SCE-CSI-27087,23
SCE-CSI-56934,23
SCE-CSI-13631,14
SCE-CSI-17043,16
SCE-CSI-67113,23
SCE-CSI-29637,25
SCE-CSI-46452,22
SCE-CSI-25871,27
SCE-CSI-47926,20
SCE-CSI-18963,15
SCE-CSI-49536,23
SCE-CSI-34314,34
SCE-CSI-43208,18
SCE-CSI-32858,15
SCE-CSI-58831,20
SCE-CSI-30550,23
SCE-CSI-69242,22
SCE-CSI-29229,18
SCE-CSI-66656,30
SCE-CSI-05406,30
SCE-CSI-59798,23
SCE-CSI-26556,22
SCE-CSI-32366,16
SCE-CSI-64681,23
SCE-CSI-21220,10
SCE-CSI-57578,18
SCE-CSI-30418,25
SCE-CSI-56372,19
SCE-CSI-35470,23
SCE-CSI-58389,20
SCE-CSI-30786,18
SCE-CSI-60316,22
SCE-CSI-36984,28
SCE-CSI-65762,23
SCE-CSI-29226,16
SCE-CSI-54683,18
SCE-CSI-31918,18
SCE-CSI-72482,22
SCE-CSI-10483,22
SCE-CSI-46110,20
SCE-CSI-32864,24
SCE-CSI-49275,14
SCE-CSI-31436,30
SCE-CSI-41786,30
SCE-CSI-54745,22
SCE-CSI-15195,14
SCE-CSI-65569,23
SCE-CSI-25178,23
SCE-CSI-36983,23
SCE-CSI-29239,22
SCE-CSI-33359,32
SCE-CSI-09509,20
SCE-CSI-27755,25
SCE-CSI-06786,30
SCE-CSI-24700,15
SCE-CSI-02860,22
SCE-CSI-32865,23
SCE-CSI-43959,20
SCE-CSI-30089,23
SCE-CSI-55297,15
SCE-CSI-21516,19
SCE-CSI-68538,19
SCE-CSI-05815,26
SCE-CSI-69261,23
SCE-CSI-19941,16
SCE-CSI-61418,19
SCE-CSI-27260,20
SCE-CSI-72044,4
SCE-CSI-16117,18
SCE-CSI-41959,25
SCE-CSI-26657,17
SCE-CSI-55335,17
SCE-CSI-30802,22
SCE-CSI-73664,10
SCE-CSI-34056,23
SCE-CSI-45725,18
SCE-CSI-22736,23
SCE-CSI-50983,30
SCE-CSI-18292,20
SCE-CSI-47067,20
SCE-CSI-00556,23
SCE-CSI-63162,20
SCE-CSI-09236,30
SCE-CSI-57621,25
SCE-CSI-37142,23
SCE-CSI-43961,23
SCE-CSI-02802,34
SCE-CSI-44275,23
SCE-CSI-17100,17
SCE-CSI-73704,28
SCE-CSI-36716,18
SCE-CSI-59383,23
SCE-CSI-34458,23
SCE-CSI-60375,30
SCE-CSI-31469,22
SCE-CSI-59208,18
SCE-CSI-25046,20
SCE-CSI-59818,24
SCE-CSI-02120,20
SCE-CSI-53324,5
SCE-CSI-29603,23
SCE-CSI-60690,22
SCE-CSI-40098,18
SCE-CSI-56966,18
SCE-CSI-32726,23
SCE-CSI-70782,18
SCE-CSI-40149,25
SCE-CSI-67240,17
SCE-CSI-24161,18
SCE-CSI-69943,22
SCE-CSI-40291,20
SCE-CSI-37261,15
SCE-CSI-47208,18
SCE-CSI-40460,18
SCE-CSI-47207,23
SCE-CSI-54706,17
SCE-CSI-38413,20
SCE-CSI-57750,14
SCE-CSI-36401,23
SCE-CSI-52077,23
SCE-CSI-24432,27
SCE-CSI-57764,18
SCE-CSI-40796,18
SCE-CSI-64558,19
SCE-CSI-19646,14
SCE-CSI-41628,13
SCE-CSI-09932,17
SCE-CSI-57378,30
SCE-CSI-39583,23
SCE-CSI-56978,23
SCE-CSI-40973,23
SCE-CSI-71071,23
SCE-CSI-29872,22
SCE-CSI-72078,28
SCE-CSI-71484,12
SCE-CSI-29591,18
SCE-CSI-73278,23
SCE-CSI-32033,18
SCE-CSI-68072,16
SCE-CSI-41342,23
SCE-CSI-70671,23
SCE-CSI-30345,23
SCE-CSI-61879,16
SCE-CSI-09924,30
SCE-CSI-71076,23
SCE-CSI-22123,10
SCE-CSI-61486,18
SCE-CSI-20822,19
SCE-CSI-49316,18
SCE-CSI-18810,22
SCE-CSI-65955,23
SCE-CSI-19391,24
SCE-CSI-44330,18
SCE-CSI-02376,12
SCE-CSI-57849,23
SCE-CSI-38415,22
SCE-CSI-62848,18
SCE-CSI-14664,19
SCE-CSI-56705,21
SCE-CSI-22177,18
SCE-CSI-64247,23
SCE-CSI-21332,16
SCE-CSI-67764,19
SCE-CSI-18981,20
SCE-CSI-44383,23
SCE-CSI-35939,21
SCE-CSI-64688,22
SCE-CSI-26704,22
SCE-CSI-45499,21
SCE-CSI-21395,7
SCE-CSI-66536,23
SCE-CSI-29263,19
SCE-CSI-64712,23
SCE-CSI-24860,15
SCE-CSI-42113,20
SCE-CSI-27621,30
SCE-CSI-45146,18
SCE-CSI-01624,30
SCE-CSI-71051,23
SCE-CSI-11567,16
SCE-CSI-43061,23
SCE-CSI-26232,12
SCE-CSI-58840,18
SCE-CSI-32016,23
SCE-CSI-63366,20
SCE-CSI-25003,21
SCE-CSI-63252,18
SCE-CSI-34037,23
SCE-CSI-72279,14
SCE-CSI-00187,14
SCE-CSI-25076,21
SCE-CSI-63594,23
SCE-CSI-24461,20
SCE-CSI-74582,13
SCE-CSI-12174,30
SCE-CSI-73961,23
SCE-CSI-01779,25
SCE-CSI-44232,17
SCE-CSI-05452,18
SCE-CSI-29946,10
SCE-CSI-71871,20
SCE-CSI-38186,17
SCE-CSI-65785,19
SCE-CSI-64359,23
SCE-CSI-15644,22
SCE-CSI-71213,30
SCE-CSI-11600,19
SCE-CSI-57000,19
SCE-CSI-02159,18
SCE-CSI-45132,34
SCE-CSI-35294,23
SCE-CSI-60492,23
SCE-CSI-01780,30
SCE-CSI-65984,23
SCE-CSI-24182,30
SCE-CSI-66999,24
SCE-CSI-25430,17
SCE-CSI-22307,22
SCE-CSI-43070,24
SCE-CSI-04201,21
SCE-CSI-70945,22
SCE-CSI-02851,23
SCE-CSI-51875,18
SCE-CSI-21207,18
SCE-CSI-46929,20
SCE-CSI-30116,23
SCE-CSI-59961,23
SCE-CSI-22437,24
SCE-CSI-41646,23
SCE-CSI-12231,18
SCE-CSI-57965,22
SCE-CSI-15303,21
SCE-CSI-54511,23
SCE-CSI-32024,27
SCE-CSI-45975,18
SCE-CSI-07298,12
SCE-CSI-70225,12
SCE-CSI-16725,23
SCE-CSI-56195,24
SCE-CSI-35827,23
SCE-CSI-67010,15
SCE-CSI-39067,23
SCE-CSI-41825,23
SCE-CSI-13493,16
SCE-CSI-72168,28
SCE-CSI-33079,23
SCE-CSI-61016,22
SCE-CSI-32773,18
SCE-CSI-47982,15
SCE-CSI-33092,23
SCE-CSI-62881,25
SCE-CSI-32028,23
SCE-CSI-51413,23
SCE-CSI-01508,30
SCE-CSI-60772,22
SCE-CSI-36183,15
SCE-CSI-42489,21
SCE-CSI-31966,15
SCE-CSI-52967,20
SCE-CSI-10073,20
SCE-CSI-46803,30
SCE-CSI-23483,23
SCE-CSI-50500,21
SCE-CSI-05168,19
SCE-CSI-44071,21
SCE-CSI-33791,23
SCE-CSI-72603,22
SCE-CSI-32212,22
SCE-CSI-62266,30
SCE-CSI-20302,20
SCE-CSI-56546,18
SCE-CSI-05575,22
SCE-CSI-46313,23
SCE-CSI-06539,24
SCE-CSI-64304,23
SCE-CSI-36210,18
SCE-CSI-50715,17
SCE-CSI-33967,22
SCE-CSI-42506,23
SCE-CSI-18695,25
SCE-CSI-72520,22
SCE-CSI-01126,30
SCE-CSI-51659,22
SCE-CSI-30210,22
SCE-CSI-71593,18
SCE-CSI-15703,19
SCE-CSI-68671,21
SCE-CSI-20690,28
SCE-CSI-45235,23
SCE-CSI-38023,17
SCE-CSI-63701,10
SCE-CSI-32225,23
SCE-CSI-44971,15
SCE-CSI-17845,18
SCE-CSI-46934,23
SCE-CSI-56823,18
SCE-CSI-19955,18
SCE-CSI-45596,23
SCE-CSI-07765,30
SCE-CSI-64755,10
SCE-CSI-26968,21
SCE-CSI-52744,18
SCE-CSI-23265,19
SCE-CSI-05355,23
SCE-CSI-48539,27
SCE-CSI-26624,22
SCE-CSI-55846,27
SCE-CSI-25230,24
SCE-CSI-59762,30
SCE-CSI-39595,23
SCE-CSI-68005,30
SCE-CSI-22829,18
SCE-CSI-67915,23
SCE-CSI-02218,22
SCE-CSI-65486,22
SCE-CSI-52005,23
SCE-CSI-12023,15
SCE-CSI-65488,10
SCE-CSI-37079,27
SCE-CSI-62924,27
SCE-CSI-37715,23
SCE-CSI-71727,23
SCE-CSI-31856,23
SCE-CSI-37176,23
SCE-CSI-00824,18
SCE-CSI-45619,24
SCE-CSI-07603,27
SCE-CSI-55510,18
SCE-CSI-75146,18
SCE-CSI-48132,19
SCE-CSI-01551,30
SCE-CSI-56592,19
SCE-CSI-31392,22
SCE-CSI-64395,18
SCE-CSI-75419,30
SCE-CSI-56899,23
SCE-CSI-08474,19
SCE-CSI-46892,30
SCE-CSI-30672,17
SCE-CSI-65249,23
SCE-CSI-01216,30
SCE-CSI-71383,26
SCE-CSI-29525,23
SCE-CSI-59030,22
SCE-CSI-00382,16
SCE-CSI-43634,22
SCE-CSI-29291,30
SCE-CSI-43987,30
SCE-CSI-44626,15
SCE-CSI-24183,28
SCE-CSI-55541,13
SCE-CSI-27506,23
SCE-CSI-62098,20
SCE-CSI-31040,23
SCE-CSI-73504,23
SCE-CSI-27864,28
SCE-CSI-60941,23
SCE-CSI-24493,18
SCE-CSI-62687,24
SCE-CSI-12693,22
SCE-CSI-57283,23
SCE-CSI-31702,22
SCE-CSI-37226,22
SCE-CSI-71122,23
SCE-CSI-03397,22
SCE-CSI-42860,20
SCE-CSI-01260,30
SCE-CSI-60070,23
SCE-CSI-75741,28
SCE-CSI-44270,20
SCE-CSI-07099,15
SCE-CSI-65263,23
SCE-CSI-26228,23
SCE-CSI-58191,19
SCE-CSI-15655,18
SCE-CSI-66969,22
SCE-CSI-75819,18
SCE-CSI-72122,23
SCE-CSI-34309,22
SCE-CSI-73242,18
SCE-CSI-06356,18
SCE-CSI-45048,30
SCE-CSI-11098,22
SCE-CSI-64050,24
SCE-CSI-31120,23
SCE-CSI-58199,18
SCE-CSI-75958,15
SCE-CSI-69170,5
SCE-CSI-36321,23
SCE-CSI-67647,18
SCE-CSI-25855,23
SCE-CSI-64059,22
SCE-CSI-31885,26
SCE-CSI-43178,8
SCE-CSI-07893,18
SCE-CSI-70099,22
SCE-CSI-33913,18
SCE-CSI-58248,18
SCE-CSI-10281,20
SCE-CSI-62669,20
SCE-CSI-33236,20
SCE-CSI-47988,25
SCE-CSI-13762,16
SCE-CSI-48932,30
SCE-CSI-17488,20
SCE-CSI-54291,12
SCE-CSI-28618,23
SCE-CSI-46437,23
SCE-CSI-36328,23
SCE-CSI-43401,18
SCE-CSI-04476,24
SCE-CSI-71620,28
SCE-CSI-15597,10
SCE-CSI-73323,18
SCE-CSI-18739,20
SCE-CSI-68724,22
SCE-CSI-13331,16
SCE-CSI-64168,23
SCE-CSI-68475,20
SCE-CSI-20370,19
SCE-CSI-65902,15
SCE-CSI-20201,26
SCE-CSI-64926,23
SCE-CSI-23405,23
SCE-CSI-54025,24
SCE-CSI-26551,21
SCE-CSI-45693,18
SCE-CSI-19993,21
SCE-CSI-66065,19
SCE-CSI-33268,18
SCE-CSI-70992,25
SCE-CSI-03835,25
SCE-CSI-29300,19
SCE-CSI-72613,24
SCE-CSI-60235,23
SCE-CSI-35153,23
SCE-CSI-59395,23
SCE-CSI-35975,24
SCE-CSI-68174,23
SCE-CSI-13374,16
SCE-CSI-61076,24
SCE-CSI-14913,23
SCE-CSI-49535,5
SCE-CSI-28636,23
SCE-CSI-68412,18
SCE-CSI-23538,17
SCE-CSI-46442,23
SCE-CSI-39500,23
SCE-CSI-44187,19
SCE-CSI-24279,15
SCE-CSI-52908,30
SCE-CSI-25876,19
SCE-CSI-60243,23
SCE-CSI-38926,20
SCE-CSI-36395,18
SCE-CSI-50226,19
SCE-CSI-53504,21
SCE-CSI-28646,23
SCE-CSI-50223,23
SCE-CSI-58318,18
SCE-CSI-50977,15
SCE-CSI-35697,18
SCE-CSI-42166,18
SCE-CSI-32073,23
SCE-CSI-42458,30
SCE-CSI-10471,0
SCE-CSI-67266,22
SCE-CSI-37290,22
SCE-CSI-57595,16
SCE-CSI-07606,30
SCE-CSI-45346,30
SCE-CSI-37654,13
SCE-CSI-41760,18
SCE-CSI-68458,22
SCE-CSI-37770,18
SCE-CSI-59814,22
SCE-CSI-17622,5
SCE-CSI-57607,20
SCE-CSI-10393,14
SCE-CSI-66331,19
SCE-CSI-35489,20
SCE-CSI-49302,18
SCE-CSI-33542,23
SCE-CSI-42667,22
SCE-CSI-65577,19
SCE-CSI-37412,20
SCE-CSI-62047,19
SCE-CSI-24417,22
SCE-CSI-53323,20
SCE-CSI-17176,19
SCE-CSI-53862,17
SCE-CSI-24075,17
SCE-CSI-76649,8
SCE-CSI-33960,17
SCE-CSI-57648,24
SCE-CSI-35493,23
SCE-CSI-46571,17
SCE-CSI-17666,19
SCE-CSI-47978,23
SCE-CSI-31285,18
SCE-CSI-71261,30
SCE-CSI-67587,20
SCE-CSI-20664,23
SCE-CSI-74950,22
SCE-CSI-73018,15
SCE-CSI-33513,19
SCE-CSI-71201,23
SCE-CSI-66957,18
SCE-CSI-17803,30
SCE-CSI-71263,30
SCE-CSI-28704,22
SCE-CSI-58655,24
SCE-CSI-74869,20
SCE-CSI-09912,18
SCE-CSI-57729,20
SCE-CSI-34522,15
SCE-CSI-57738,23
SCE-CSI-19191,21
SCE-CSI-54850,23
SCE-CSI-36886,15
SCE-CSI-44299,23
SCE-CSI-32723,19
SCE-CSI-49596,23
SCE-CSI-33517,18
SCE-CSI-74115,15
SCE-CSI-35629,24
SCE-CSI-37135,20
SCE-CSI-54874,18
SCE-CSI-38094,20
SCE-CSI-74329,14
SCE-CSI-38681,17
SCE-CSI-56682,16
SCE-CSI-39749,23
SCE-CSI-59841,19
SCE-CSI-39861,30
SCE-CSI-58467,24
SCE-CSI-36430,17
SCE-CSI-53376,20
SCE-CSI-40224,24
SCE-CSI-43707,24
SCE-CSI-40325,23
SCE-CSI-65627,23
SCE-CSI-19728,23
SCE-CSI-49051,23
SCE-CSI-40501,18
SCE-CSI-60530,23
SCE-CSI-40714,16
SCE-CSI-53906,16
SCE-CSI-40922,15
SCE-CSI-67879,20
SCE-CSI-40987,30
SCE-CSI-60137,23
SCE-CSI-41153,18
SCE-CSI-46463,18
SCE-CSI-41240,18
SCE-CSI-64147,24
SCE-CSI-41251,23
SCE-CSI-62472,23
SCE-CSI-41398,23
SCE-CSI-42731,24
SCE-CSI-52121,20
SCE-CSI-41534,23
SCE-CSI-65391,30
SCE-CSI-24514,21
SCE-CSI-67294,13
SCE-CSI-26570,21
SCE-CSI-68734,0
SCE-CSI-21429,24
SCE-CSI-50789,23
SCE-CSI-21434,25
SCE-CSI-63854,18
SCE-CSI-29447,18
SCE-CSI-42029,22
SCE-CSI-26686,22
SCE-CSI-48710,18
SCE-CSI-19626,23
SCE-CSI-66552,18
SCE-CSI-27297,18
SCE-CSI-43418,15
SCE-CSI-22294,23
SCE-CSI-68797,18
SCE-CSI-32973,26
SCE-CSI-73721,23
SCE-CSI-16169,30
SCE-CSI-66504,18
SCE-CSI-22012,18
SCE-CSI-48287,23
SCE-CSI-34158,18
SCE-CSI-50274,12
SCE-CSI-41619,15
SCE-CSI-66797,22
SCE-CSI-23171,19
SCE-CSI-50777,18
SCE-CSI-23328,22
SCE-CSI-15261,21
SCE-CSI-25267,24
SCE-CSI-54180,18
SCE-CSI-29338,22
SCE-CSI-52611,19
SCE-CSI-27436,26
SCE-CSI-45944,5
SCE-CSI-24851,22
SCE-CSI-63371,18
SCE-CSI-33560,22
SCE-CSI-52620,21
SCE-CSI-10823,22
SCE-CSI-36739,22
SCE-CSI-69077,27
SCE-CSI-06994,21
SCE-CSI-41749,23
SCE-CSI-33467,18
SCE-CSI-64971,23
SCE-CSI-10963,19
SCE-CSI-70422,14
SCE-CSI-26321,18
SCE-CSI-59486,12
SCE-CSI-31600,30
SCE-CSI-62371,20
SCE-CSI-37655,18
SCE-CSI-45956,22
SCE-CSI-35819,18
SCE-CSI-01949,30
SCE-CSI-61003,22
SCE-CSI-01068,16
SCE-CSI-50007,23
SCE-CSI-09399,30
SCE-CSI-55761,18
SCE-CSI-22749,18
SCE-CSI-70752,22
SCE-CSI-70684,22
SCE-CSI-41641,18
SCE-CSI-45540,19
SCE-CSI-15537,19
SCE-CSI-06707,25
SCE-CSI-63930,18
SCE-CSI-43068,24
SCE-CSI-29138,22
SCE-CSI-67685,23
SCE-CSI-36175,15
SCE-CSI-71947,23
SCE-CSI-25095,22
SCE-CSI-66655,23
SCE-CSI-13500,22
SCE-CSI-44742,18
SCE-CSI-22754,21
SCE-CSI-53658,19
SCE-CSI-00201,18
SCE-CSI-57968,22
SCE-CSI-70748,22
SCE-CSI-37679,19
SCE-CSI-44746,18
SCE-CSI-29502,20
SCE-CSI-53411,23
SCE-CSI-54526,18
SCE-CSI-20930,17
SCE-CSI-53060,18
SCE-CSI-37346,18
SCE-CSI-54981,19
SCE-CSI-19514,16
SCE-CSI-43741,15
SCE-CSI-10587,19
SCE-CSI-43778,25
SCE-CSI-01359,18
SCE-CSI-46472,18
SCE-CSI-02429,22
SCE-CSI-48100,23
SCE-CSI-39434,15
SCE-CSI-47356,20
SCE-CSI-31840,14
SCE-CSI-38588,17
SCE-CSI-58011,10
SCE-CSI-01536,30
SCE-CSI-51292,20
SCE-CSI-03160,17
SCE-CSI-71794,22
SCE-CSI-37184,18
SCE-CSI-57093,14
SCE-CSI-03157,25
SCE-CSI-62753,23
SCE-CSI-20081,26
SCE-CSI-58039,19
SCE-CSI-31842,15
SCE-CSI-58361,23
SCE-CSI-21721,16
SCE-CSI-52215,18
SCE-CSI-17977,30
SCE-CSI-41831,23
SCE-CSI-04952,17
SCE-CSI-50072,23
SCE-CSI-22769,23
SCE-CSI-57134,23
SCE-CSI-33127,23
SCE-CSI-58602,18
SCE-CSI-34822,18
SCE-CSI-62801,18
SCE-CSI-13128,16
SCE-CSI-64815,23
SCE-CSI-32252,19
SCE-CSI-68823,22
SCE-CSI-36948,15
SCE-CSI-61261,18
SCE-CSI-32803,20
SCE-CSI-52734,13
SCE-CSI-48029,13
SCE-CSI-68925,20
SCE-CSI-43116,20
SCE-CSI-34081,22
SCE-CSI-53066,22
SCE-CSI-16557,29
SCE-CSI-60884,20
SCE-CSI-44698,15
SCE-CSI-75038,23
SCE-CSI-65038,23
SCE-CSI-75075,20
SCE-CSI-61269,23
SCE-CSI-10885,23
SCE-CSI-43242,10
SCE-CSI-25831,19
SCE-CSI-54616,19
SCE-CSI-35868,14
SCE-CSI-72627,23
SCE-CSI-30150,15
SCE-CSI-68144,24
SCE-CSI-32268,19
SCE-CSI-37452,22
SCE-CSI-47544,13
SCE-CSI-37747,24
SCE-CSI-33654,14
SCE-CSI-56579,24
SCE-CSI-28745,20
SCE-CSI-74663,22
SCE-CSI-10678,22
SCE-CSI-42833,23
SCE-CSI-75457,18
SCE-CSI-52760,20
SCE-CSI-17411,21
SCE-CSI-55862,30
SCE-CSI-24184,20
SCE-CSI-61402,18
SCE-CSI-02801,19
SCE-CSI-48849,23
SCE-CSI-75556,22
SCE-CSI-59008,30
SCE-CSI-01437,18
SCE-CSI-55066,20
SCE-CSI-44785,20
SCE-CSI-13238,30
SCE-CSI-55996,24
SCE-CSI-34988,23
SCE-CSI-59909,18
SCE-CSI-75750,18
SCE-CSI-61760,18
SCE-CSI-27733,23
SCE-CSI-74667,19
SCE-CSI-14311,23
SCE-CSI-71529,22
SCE-CSI-08154,12
SCE-CSI-57512,15
SCE-CSI-13268,15
SCE-CSI-74479,16
SCE-CSI-37480,24
SCE-CSI-53681,23
SCE-CSI-75968,18
SCE-CSI-42848,18
SCE-CSI-22685,22
SCE-CSI-50690,23
SCE-CSI-02780,20
SCE-CSI-42984,20
SCE-CSI-41214,20
SCE-CSI-52269,18
SCE-CSI-38238,23
SCE-CSI-48868,22
SCE-CSI-36330,18
SCE-CSI-47872,23
SCE-CSI-18591,22
SCE-CSI-32596,17
SCE-CSI-58642,20
SCE-CSI-38247,18
SCE-CSI-71979,13
SCE-CSI-10871,17
SCE-CSI-74811,22
SCE-CSI-14529,30
SCE-CSI-53677,20
SCE-CSI-07436,22
SCE-CSI-71558,30
SCE-CSI-18390,24
SCE-CSI-61301,18
SCE-CSI-10293,18
SCE-CSI-60732,32
SCE-CSI-03990,18
SCE-CSI-63126,19
SCE-CSI-52824,14
SCE-CSI-37912,22
SCE-CSI-71916,23
SCE-CSI-13861,22
SCE-CSI-72137,23
SCE-CSI-14371,13
SCE-CSI-58182,17
SCE-CSI-38045,19
SCE-CSI-54077,23
SCE-CSI-32852,21
SCE-CSI-42239,18
SCE-CSI-74037,14
SCE-CSI-34654,15
SCE-CSI-47401,26
SCE-CSI-41737,10
SCE-CSI-34383,18
SCE-CSI-69967,25
SCE-CSI-30177,23
SCE-CSI-53480,23
SCE-CSI-37483,25
SCE-CSI-53540,18
SCE-CSI-24145,22
SCE-CSI-48417,23
SCE-CSI-40155,19
SCE-CSI-56337,18
SCE-CSI-35191,19
SCE-CSI-60358,18
SCE-CSI-24192,23
SCE-CSI-68025,14
SCE-CSI-39496,23
SCE-CSI-46626,15
SCE-CSI-35897,18
SCE-CSI-64488,23
SCE-CSI-19176,23
SCE-CSI-70776,19
SCE-CSI-37811,18
SCE-CSI-56004,18
SCE-CSI-69178,18
SCE-CSI-62989,18
SCE-CSI-65819,18
SCE-CSI-54661,18
SCE-CSI-61968,22
SCE-CSI-42888,23
SCE-CSI-52950,18
SCE-CSI-51186,21
SCE-CSI-55115,23
SCE-CSI-47983,17
SCE-CSI-50399,18
SCE-CSI-71554,22
SCE-CSI-57574,23
SCE-CSI-45397,24
SCE-CSI-51190,22
SCE-CSI-70147,23
SCE-CSI-48953,18
SCE-CSI-42650,23
SCE-CSI-64097,23
SCE-CSI-59805,19
SCE-CSI-55956,23
SCE-CSI-61846,23
SCE-CSI-57064,23
SCE-CSI-55946,18
SCE-CSI-44853,32
SCE-CSI-52915,23
SCE-CSI-32882,22
SCE-CSI-51568,18
SCE-CSI-22747,22
SCE-MASH-00109,19
SCE-CSI-04156,18
SCE-CSI-73763,21
SCE-CSI-38500,20
SCE-CSI-56062,19
SCE-CSI-32693,22
SCE-CSI-59227,17
SCE-CSI-48641,23
SCE-CSI-28264,18
SCE-CSI-51363,16
SCE-CSI-40854,20
SCE-CSI-42983,19
SCE-CSI-40814,20
SCE-CSI-46325,18
SCE-CSI-40933,18
SCE-CSI-59668,18
SCE-CSI-41517,22
SCE-CSI-57450,21
SCE-CSI-21184,18
SCE-CSI-48285,18
SCE-CSI-21675,18
SCE-CSI-43305,25
SCE-CSI-07236,19
SCE-CSI-70385,22
SCE-CSI-09951,17
SCE-CSI-48053,25
SCE-CSI-24202,18
SCE-CSI-71880,28
SCE-CSI-15295,20
SCE-CSI-06242,22
SCE-CSI-69222,18
SCE-CSI-07797,26
SCE-CSI-50484,26
SCE-CSI-03865,17
SCE-CSI-76936,30
SCE-CSI-16748,20
SCE-CSI-63437,14
SCE-CSI-04140,28
SCE-CSI-51847,18
SCE-CSI-03143,25
SCE-CSI-56248,23
SCE-CSI-15340,15
SCE-CSI-47453,23
SCE-CSI-02441,17
SCE-CSI-51534,14
SCE-CSI-71833,22
SCE-CSI-08744,20
SCE-CSI-46834,18
SCE-CSI-35119,30
SCE-CSI-50110,20
SCE-CSI-35593,30
SCE-CSI-58638,30
SCE-CSI-28115,18
SCE-CSI-46847,22
SCE-CSI-31030,22
SCE-CSI-57294,23
SCE-CSI-09329,18
SCE-CSI-73860,21
SCE-CSI-01542,30
SCE-CSI-39168,28
SCE-CSI-12479,20
SCE-CSI-75530,18
SCE-CSI-75749,18
SCE-CSI-30940,22
SCE-CSI-75823,22
SCE-CSI-75828,23
SCE-CSI-16335,18
SCE-CSI-37523,18
SCE-CSI-35458,35
SCE-CSI-38255,15
SCE-CSI-08586,17
SCE-CSI-09824,16
SCE-CSI-19170,30
SCE-CSI-35894,23
SCE-CSI-45406,18
SCE-CSI-13780,15
SCE-CSI-46655,18
SCE-CSI-14334,18
SCE-CSI-56006,22
SCE-CSI-43872,18
SCE-CSI-05152,19
SCE-CSI-74566,22
SCE-CSI-33898,23
SCE-CSI-52389,14
SCE-CSI-25030,16
SCE-CSI-17886,14
SCE-CSI-41868,20
SCE-CSI-28764,14
SCE-CSI-49337,18
SCE-CSI-32326,14
SCE-CSI-51933,5
SCE-CSI-40277,29
SCE-CSI-19282,18
SCE-CSI-44884,30
SCE-CSI-30066,0
SCE-CSI-44051,18
SCE-CSI-67761,18
SCE-CSI-49327,5
SCE-CSI-19396,20
SCE-CSI-53727,18
SCE-CSI-00589,23
