,variable,value,lat,log
7459,nov,3.62,32.7182,-116.8261
7460,nov,3.08,35.2005,-119.17399999999999
7461,nov,2.86,37.2322,-121.7909
7462,nov,3.46,34.4022,-119.5231
7463,nov,3.72,35.1393,-117.9147
7464,nov,3.5,34.0576,-117.6656
7465,nov,3.66,33.486,-116.82
7466,nov,2.7,37.9578,-121.9771
7467,nov,3.39,34.9563,-120.4524
7468,nov,3.49,34.4396,-119.7679
7469,nov,3.42,33.5353,-117.7719
7470,nov,3.48,34.1278,-117.5246
7471,nov,2.86,37.2896,-121.9831
7472,nov,3.42,32.9,-117.2072
7473,nov,2.58,38.019,-122.5459
7474,nov,3.59,33.3119,-116.965
7475,nov,3.0,36.5235,-120.3843
7476,nov,3.76,33.7157,-116.385
7477,nov,3.38,34.9589,-120.5801
7478,nov,3.36,33.7252,-118.0051
7479,nov,2.82,36.8656,-119.7592
7480,nov,3.58,34.0807,-117.2736
7481,nov,2.67,37.9594,-120.8233
7482,nov,2.91,36.2015,-119.3499
7483,nov,2.53,38.5097,-123.0008
7484,nov,2.86,37.2567,-121.9231
7485,nov,2.58,38.9716,-122.0272
7486,nov,3.47,33.6804,-117.8259
7487,nov,2.63,37.8957,-122.1179
7488,nov,3.53,33.0879,-117.1156
7489,nov,2.51,38.6141,-122.8763
7490,nov,2.52,39.2994,-120.9514
7491,nov,2.59,37.9726,-122.3387
7492,nov,3.16,35.3132,-120.8347
7493,nov,2.62,38.0718,-122.1552
7494,nov,2.53,39.1326,-121.0981
7495,nov,2.64,38.344,-121.9533
7496,nov,3.05,36.5182,-121.4256
7497,nov,2.96,36.7541,-121.6647
7498,nov,2.67,38.6077,-120.5937
7499,nov,3.48,34.0652,-117.7793
7500,nov,3.07,35.4875,-119.009
7501,nov,3.24,37.2822,-118.3872
7502,nov,2.67,37.8827,-121.2798
7503,nov,3.55,33.2893,-117.2001
7504,nov,3.58,34.0508,-117.2533
7505,nov,3.71,34.4,-117.34
7506,nov,2.85,36.3271,-119.6451
7507,nov,3.52,34.047,-117.48100000000001
7508,nov,3.82,34.1759,-116.2914
7509,nov,2.82,37.2444,-121.8325
7510,nov,3.43,33.919000000000004,-117.8325
7511,nov,3.58,33.5686,-117.2526
7512,nov,2.53,38.9096,-121.0797
7513,nov,2.54,38.7438,-121.1901
7514,nov,3.39,32.9468,-117.2192
7515,nov,3.47,34.0482,-118.1416
7516,nov,2.83,37.0296,-120.6401
7517,nov,3.6,32.7335,-117.0337
7518,nov,2.27,40.5626,-122.2255
7519,nov,2.59,38.0179,-121.905
7520,nov,2.58,37.87,-122.2981
7521,nov,2.6,38.6972,-121.8094
7522,nov,2.6,37.9878,-122.5996
7523,nov,2.69,37.763000000000005,-122.163
7524,nov,3.6,33.7962,-117.0005
7525,nov,2.87,36.5061,-119.5459
7526,nov,3.42,33.8473,-118.1134
7527,nov,3.29,33.6663,-117.9693
7528,nov,2.67,37.9629,-121.264
7529,nov,3.42,32.7665,-117.2008
7530,nov,3.1,35.3964,-118.9227
7531,nov,2.74,37.6589,-121.8715
7532,nov,2.56,37.7584,-122.4351
7533,nov,3.75,34.5655,-118.0855
7534,nov,2.59,38.6813,-121.7419
7535,nov,3.55,32.805,-117.1687
7536,nov,3.42,33.5319,-117.7025
7537,nov,2.84,37.3496,-121.8544
7538,nov,3.59,34.0347,-117.1731
7539,nov,2.91,36.3047,-119.1138
7540,nov,3.43,33.9888,-118.1864
7541,nov,3.45,33.7396,-117.7862
7542,nov,2.65,37.9555,-121.1906
7543,nov,2.69,37.7223,-122.15700000000001
7544,nov,2.95,36.4519,-119.9365
7545,nov,2.64,38.1929,-120.9578
7546,nov,2.68,37.7313,-120.9437
7547,nov,2.58,38.1521,-122.2507
7548,nov,2.65,37.922,-121.3025
7549,nov,3.46,33.8666,-117.5917
7550,nov,2.82,37.406,-121.8478
7551,nov,3.45,33.9234,-118.2759
7552,nov,3.82,34.1618,-116.4125
7553,nov,2.87,37.0576,-122.0151
7554,nov,2.52,38.4401,-122.7456
7555,nov,2.81,36.8016,-119.8888
7556,nov,3.42,33.989000000000004,-118.0891
7557,nov,2.41,39.1549,-123.2009
7558,nov,3.43,33.9584,-118.1199
7559,nov,2.84,37.16,-121.9881
7560,nov,2.47,39.2549,-122.0457
7561,nov,3.58,32.7196,-117.1625
7562,nov,2.58,37.8569,-122.2508
7563,nov,2.93,36.7019,-120.428
7564,nov,3.51,34.232,-118.2475
7565,nov,2.28,40.5393,-122.3328
7566,nov,3.4,34.2687,-119.2249
7567,nov,2.82,36.8135,-119.7083
7568,nov,3.42,33.8999,-118.1623
7569,nov,3.41,34.0888,-118.4061
7570,nov,2.78,37.3511,-120.6056
7571,nov,2.72,37.7574,-121.9521
7572,nov,2.73,37.5218,-120.4655
7573,nov,3.53,32.6827,-117.1744
7574,nov,3.55,34.1486,-117.26299999999999
7575,nov,2.53,38.8175,-121.1723
7576,nov,2.4,39.746,-121.8426
7577,nov,2.9,37.0169,-121.5658
7578,nov,3.41,33.7582,-118.3642
7579,nov,2.68,37.7021,-122.0793
7580,nov,3.57,33.9846,-117.0377
7581,nov,3.06,35.2569,-118.9133
7582,nov,3.48,34.3675,-119.0732
7583,nov,3.57,32.8023,-117.0243
7584,nov,2.99,36.0551,-119.016
7585,nov,2.87,37.0508,-122.0569
7586,nov,3.59,33.889,-117.2205
7587,nov,2.53,38.8767,-121.1421
7588,nov,2.91,36.311,-119.3264
7589,nov,3.28,35.6406,-120.7042
7590,nov,2.81,36.9148,-120.1582
7591,nov,3.41,33.8403,-118.3559
7592,nov,3.58,32.715,-117.1254
7593,nov,3.45,33.1581,-117.3265
7594,nov,3.64,32.8201,-116.9123
7595,nov,2.44,39.4911,-121.4947
7596,nov,2.8,37.3895,-122.0785
7597,nov,3.11,36.4118,-121.3262
7598,nov,3.08,35.3907,-119.1858
7599,nov,3.36,33.72,-118.0461
7600,nov,2.68,37.5397,-122.3027
7601,nov,3.34,33.9972,-118.4014
7602,nov,3.59,33.1069,-117.0708
7603,nov,2.74,37.5356,-122.0336
7604,nov,3.43,33.879,-117.8932
7605,nov,3.43,33.9032,-117.9122
7606,nov,3.0,36.5862,-121.8867
7607,nov,2.58,38.1052,-122.2457
7608,nov,2.64,37.9697,-122.2941
7609,nov,2.39,39.7504,-121.6103
7610,nov,3.39,35.0324,-120.4945
7611,nov,3.55,33.979,-117.3365
7612,nov,2.98,36.1774,-119.8204
7613,nov,2.62,38.1628,-121.1486
7614,nov,2.86,37.2559,-121.7754
7615,nov,2.57,38.0991,-122.2104
7616,nov,3.47,34.114000000000004,-118.0904
7617,nov,2.58,37.8094,-122.2717
7618,nov,3.5,34.0361,-117.6086
7619,nov,2.51,38.7102,-122.95700000000001
7620,nov,3.48,34.0456,-117.7531
7621,nov,3.08,35.3442,-119.0222
7622,nov,2.56,37.7242,-122.4796
7623,nov,3.12,36.1947,-120.3087
7624,nov,3.73,33.8078,-116.4647
7625,nov,3.56,33.1815,-117.1114
7626,nov,3.08,36.0153,-120.0077
7627,nov,2.64,38.3805,-121.9919
7628,nov,3.43,33.9235,-117.8956
7629,nov,2.27,40.5682,-122.4152
7630,nov,3.7,34.4465,-117.6341
7631,nov,2.66,37.9059,-122.0586
7632,nov,2.81,37.3771,-122.1241
7633,nov,3.43,33.8833,-117.8545
7634,nov,3.43,33.9443,-118.1949
7635,nov,2.95,36.6782,-121.7972
7636,nov,2.71,37.8041,-121.912
7637,nov,3.77,34.5386,-117.1773
7638,nov,2.7,37.7284,-121.42399999999999
7639,nov,3.39,32.9618,-117.2597
7640,nov,3.47,34.11,-117.7197
7641,nov,2.8,37.3179,-122.0478
7642,nov,3.29,33.647,-117.9151
7643,nov,3.33,33.4629,-117.6241
7644,nov,2.78,37.1004,-120.2786
7645,nov,3.5,33.5008,-117.6587
7646,nov,2.87,36.7332,-119.7847
7647,nov,3.11,35.1977,-119.057
7648,nov,3.52,34.2088,-118.8735
7649,nov,2.91,36.506,-119.2866
7650,nov,2.51,39.1597,-121.5374
7651,nov,3.55,34.1417,-117.2972
7652,nov,2.5,37.6259,-122.4236
7653,nov,2.56,37.7793,-122.4192
7654,nov,3.48,34.1046,-117.5873
7655,nov,3.43,33.9728,-118.1739
7656,nov,2.66,37.9843,-122.0144
7657,nov,2.52,38.5692,-121.545
7658,nov,3.77,34.8942,-117.0364
7659,nov,2.86,37.2286,-121.984
7660,nov,2.93,36.8291,-121.5285
7661,nov,3.63,33.7885,-116.9513
7662,nov,3.42,34.0871,-117.9697
7663,nov,2.78,37.2946,-120.4747
7664,nov,2.54,38.3286,-122.7104
7665,nov,2.83,37.3263,-121.9178
7666,nov,2.5,38.5449,-122.8079
7667,nov,3.65,32.8231,-116.7386
7668,nov,3.46,34.0858,-117.8869
7669,nov,3.43,33.9753,-117.7231
7670,nov,2.78,38.0796,-120.1687
7671,nov,2.78,37.5272,-121.9679
7672,nov,2.51,38.7957,-122.99700000000001
7673,nov,3.75,34.4812,-116.906
7674,nov,2.96,36.3121,-119.8035
7675,nov,3.47,33.6855,-117.6669
7676,nov,3.36,33.0531,-117.2686
7677,nov,3.46,34.0184,-117.8544
7678,nov,3.06,35.3783,-119.4166
7679,nov,2.57,38.2771,-122.4706
7680,nov,3.54,35.9456,-117.20299999999999
7681,nov,2.64,38.0251,-121.2972
7682,nov,3.79,33.6283,-114.6191
7683,nov,2.67,37.7765,-120.8476
7684,nov,2.72,37.4063,-122.0084
7685,nov,2.57,37.8019,-122.4102
7686,nov,3.46,34.0042,-117.8167
7687,nov,3.54,34.1095,-117.3762
7688,nov,2.74,37.3744,-122.213
7689,nov,2.69,37.6886,-122.1542
7690,nov,3.42,33.7242,-117.9062
7691,nov,2.75,38.0874,-120.5807
7692,nov,2.68,37.7429,-121.1255
7693,nov,3.04,35.8425,-119.0148
7694,nov,3.47,34.0023,-118.0356
7695,nov,2.72,37.4499,-122.1275
7696,nov,3.37,33.795,-118.1182
7697,nov,3.54,32.5796,-117.1171
7698,nov,2.65,37.9743,-121.3147
7699,nov,3.41,34.027,-118.4743
7700,nov,2.58,38.0632,-122.5411
7701,nov,3.63,33.7354,-116.97399999999999
7702,nov,3.63,33.7088,-116.9095
7703,nov,3.43,33.8162,-118.215
7704,nov,3.65,33.843,-116.5434
7705,nov,2.87,37.6736,-119.8131
7706,nov,3.43,33.9975,-118.1528
7707,nov,3.81,34.0666,-116.5595
7708,nov,3.43,33.8705,-118.2881
7709,nov,3.42,33.7086,-117.9563
7710,nov,3.63,33.6604,-117.1899
7711,nov,2.97,36.6812,-121.6154
7712,nov,3.05,36.2098,-120.0847
7713,nov,2.62,38.7247,-120.7953
7714,nov,2.55,38.5112,-122.45700000000001
7715,nov,3.76,33.7594,-116.3232
7716,nov,3.41,33.8663,-118.3997
7717,nov,3.47,33.9038,-117.6022
7718,nov,3.36,33.7829,-118.0262
7719,nov,2.52,38.405,-122.7275
7720,nov,3.54,34.1908,-118.837
7721,nov,3.29,33.6772,-117.9086
7722,nov,3.53,34.2849,-118.4382
7723,nov,2.58,37.8796,-122.2668
7724,nov,3.6,32.7413,-117.0951
7725,nov,3.44,33.7621,-117.8183
7726,nov,2.52,39.2027,-121.0208
7727,nov,2.74,37.6897,-121.8924
7728,nov,3.6,32.6626,-116.9541
7729,nov,2.35,39.4517,-123.3728
7730,nov,3.54,33.1796,-117.2446
7731,nov,3.08,35.3814,-119.0194
7732,nov,3.42,33.763000000000005,-117.9355
7733,nov,3.49,33.9259,-117.5598
7734,nov,2.87,37.1376,-121.6621
7735,nov,2.75,37.6977,-122.025
7736,nov,3.55,34.1051,-117.2908
7737,nov,3.44,33.8691,-117.9299
7738,nov,3.44,33.747,-117.8625
7739,nov,3.54,33.2025,-117.3608
7740,nov,3.65,35.0307,-117.6726
7741,nov,3.07,35.3055,-119.3893
7742,nov,3.47,34.0891,-118.0951
7743,nov,2.51,39.0517,-122.9207
7744,nov,2.58,37.8347,-122.2832
7745,nov,2.5,37.6529,-122.4301
7746,nov,2.78,37.312,-121.0314
7747,nov,3.49,34.2788,-119.1678
7748,nov,2.56,38.3834,-121.5782
7749,nov,3.53,34.4788,-118.6526
7750,nov,3.59,34.0633,-117.1689
7751,nov,3.42,33.852,-118.1468
7752,nov,3.42,33.7471,-117.9043
7753,nov,2.82,37.284,-121.8266
7754,nov,2.67,37.9587,-121.288
7755,nov,3.5,34.016,-117.6874
7756,nov,2.57,37.7328,-122.3935
7757,nov,2.56,37.7861,-122.4374
7758,nov,3.32,35.2625,-120.652
7759,nov,3.68,35.0453,-118.1614
7760,nov,3.53,34.175,-118.9396
7761,nov,3.04,36.1334,-121.63799999999999
7762,nov,3.49,34.1377,-117.9657
7763,nov,3.37,34.8514,-118.8799
7764,nov,3.42,33.8683,-118.0675
7765,nov,3.58,32.746,-117.1672
7766,nov,3.42,32.7259,-117.2308
7767,nov,3.41,34.1669,-119.1611
7768,nov,2.44,39.0268,-123.3862
7769,nov,2.89,36.5346,-119.8359
7770,nov,3.43,33.985,-117.897
7771,nov,2.45,39.415,-122.0249
7772,nov,3.66,33.4953,-117.0766
7773,nov,3.47,34.0766,-118.0394
7774,nov,2.99,35.8737,-119.2636
7775,nov,2.61,38.1326,-121.3228
7776,nov,2.37,40.0393,-122.1655
7777,nov,2.5,39.1395,-122.2056
7778,nov,2.92,36.3006,-119.2055
7779,nov,2.63,37.7768,-122.2179
7780,nov,2.66,37.9863,-122.0399
7781,nov,2.52,38.3933,-122.8367
7782,nov,2.5,37.6138,-122.4823
7783,nov,2.64,38.2314,-122.0541
7784,nov,2.67,38.3598,-120.7532
7785,nov,3.43,33.9345,-117.9516
7786,nov,3.42,34.0296,-117.9398
7787,nov,2.58,37.8271,-122.2229
7788,nov,2.82,37.1518,-122.1368
7789,nov,3.43,33.9146,-118.3509
7790,nov,2.57,38.0051,-122.2578
7791,nov,3.47,34.0505,-118.0483
7792,nov,2.56,37.7982,-122.4003
7793,nov,2.66,37.9188,-122.0262
7794,nov,2.69,37.7384,-122.1733
7795,nov,3.57,33.7841,-117.2981
7796,nov,2.81,36.8317,-119.83200000000001
7797,nov,3.5,34.0773,-117.6222
7798,nov,3.42,33.8493,-118.0439
7799,nov,3.47,33.6876,-117.7885
7800,nov,3.63,32.7211,-116.9961
7801,nov,2.56,37.7928,-122.4219
7802,nov,3.47,33.6028,-117.713
7803,nov,3.71,34.6417,-117.508
7804,nov,3.47,34.0661,-118.0847
7805,nov,2.92,36.3589,-119.2403
7806,nov,3.49,34.2171,-119.1769
7807,nov,3.56,33.3804,-117.2061
7808,nov,2.83,37.3077,-121.9998
7809,nov,2.53,38.5979,-122.6095
7810,nov,2.58,37.8349,-122.264
7811,nov,3.47,33.6155,-117.6409
7812,nov,3.24,37.6216,-118.8628
7813,nov,2.42,39.6243,-121.7915
7814,nov,2.39,40.0414,-122.0979
7815,nov,2.64,38.7481,-120.6746
7816,nov,3.59,33.1427,-117.0305
7817,nov,3.59,34.0336,-117.0378
7818,nov,3.5,34.2318,-119.0526
7819,nov,3.42,34.0681,-117.9383
7820,nov,2.48,39.1093,-121.6803
7821,nov,3.55,34.4065,-118.5621
7822,nov,2.84,37.1875,-121.0323
7823,nov,3.6,33.7367,-117.0217
7824,nov,2.55,38.2437,-122.6934
7825,nov,3.42,34.0977,-117.90700000000001
7826,nov,3.32,35.2772,-120.7031
7827,nov,3.58,32.7429,-117.1277
7828,nov,2.43,39.9573,-120.9837
7829,nov,2.59,37.9414,-122.3663
7830,nov,2.45,39.3522,-121.7113
7831,nov,3.41,34.9008,-120.3488
7832,nov,3.55,34.4453,-118.5525
7833,nov,3.02,35.6707,-119.2134
7834,nov,3.33,33.4271,-117.61399999999999
7835,nov,3.49,34.4032,-119.7207
7836,nov,3.48,34.0801,-117.7386
7837,nov,3.47,33.64,-117.6035
7838,nov,2.55,38.2433,-122.6069
7839,nov,3.43,33.9202,-118.1429
7840,nov,3.16,35.373000000000005,-120.8384
7841,nov,2.84,37.3863,-121.8899
7842,nov,3.55,33.4795,-117.2093
7843,nov,3.36,33.0978,-117.2674
7844,nov,3.47,33.6508,-117.8177
7845,nov,2.3,39.3119,-123.7917
7846,nov,2.69,37.9916,-121.8021
7847,nov,2.56,38.403,-122.3623
7848,nov,2.55,38.7892,-121.2382
7849,nov,2.59,38.5374,-121.9776
7850,nov,3.43,34.1192,-117.8548
7851,nov,2.84,37.3695,-121.8208
7852,nov,2.72,37.4517,-122.1839
7853,nov,2.87,36.6136,-119.5287
7854,nov,3.77,34.4876,-117.8988
7855,nov,2.72,37.7142,-121.9257
7856,nov,2.44,39.6053,-122.0323
7857,nov,2.74,37.4699,-120.6761
7858,nov,2.48,39.4998,-122.2077
7859,nov,2.77,36.9761,-121.9532
7860,nov,3.66,32.5563,-117.0506
7861,nov,2.79,37.4992,-122.2665
7862,nov,2.87,36.7226,-120.1008
7863,nov,3.52,33.9136,-117.4605
7864,nov,2.61,37.4758,-122.4432
7865,nov,2.82,36.8256,-119.7636
7866,nov,2.87,37.0079,-121.9507
7867,nov,3.49,34.2188,-118.9921
7868,nov,2.78,37.6578,-121.7301
7869,nov,2.77,37.3226,-120.883
7870,nov,2.86,37.3305,-121.7914
7871,nov,2.59,37.9265,-122.3408
7872,nov,3.43,33.9585,-118.31
7873,nov,3.41,33.8993,-118.319
7874,nov,3.47,33.6956,-117.8059
7875,nov,3.56,32.9736,-117.037
7876,nov,2.84,37.3339,-121.8915
7877,nov,3.47,34.073,-118.1462
7878,nov,2.83,37.2705,-122.023
7879,nov,3.08,35.3408,-119.065
7880,nov,3.76,33.7013,-116.3415
7881,nov,2.4,39.721,-121.8189
7882,nov,3.52,34.2112,-118.1978
7883,nov,2.92,36.3879,-119.2191
7884,nov,2.8,37.3537,-122.0872
7885,nov,3.43,33.9342,-118.3325
7886,nov,2.92,36.4311,-119.1064
7887,nov,3.63,32.7325,-116.9509
7888,nov,3.47,34.1408,-118.0018
7889,nov,2.42,39.760999999999996,-122.21799999999999
7890,nov,2.58,38.0982,-122.5981
7891,nov,3.43,34.1033,-117.8181
7892,nov,3.44,33.7417,-117.8213
7893,nov,2.6,37.9816,-122.5688
7894,nov,3.42,33.841,-118.0097
7895,nov,2.35,40.1838,-122.2407
7896,nov,2.53,38.7688,-121.3363
7897,nov,3.6,32.785,-117.0186
7898,nov,2.71,37.8117,-121.9865
7899,nov,2.69,37.6356,-122.1042
7900,nov,3.55,34.4248,-118.4451
7901,nov,3.65,32.6088,-117.0607
7902,nov,2.63,38.0355,-121.3438
7903,nov,3.59,33.8911,-117.2726
7904,nov,3.52,33.9263,-117.4094
7905,nov,3.41,34.0149,-118.4922
7906,nov,2.92,37.4057,-119.5675
7907,nov,3.46,33.8395,-117.5358
7908,nov,2.78,37.2454,-120.2712
7909,nov,3.5,33.6759,-117.3495
7910,nov,2.88,37.0887,-121.6005
7911,nov,3.57,33.8198,-117.1178
7912,nov,3.68,33.7987,-116.5189
7913,nov,3.54,34.1435,-118.8561
7914,nov,2.6,37.9362,-122.5355
7915,nov,2.68,37.8798,-122.0714
7916,nov,3.54,34.1205,-117.3176
7917,nov,2.59,37.9178,-122.3043
7918,nov,3.26,35.8181,-120.6364
7919,nov,2.85,36.6087,-119.4376
7920,nov,3.44,33.8743,-117.9637
7921,nov,2.58,37.8437,-122.2437
7922,nov,3.35,35.1197,-120.5512
7923,nov,3.42,33.7869,-117.9822
7924,nov,2.58,37.8124,-122.242
7925,nov,3.42,33.8233,-118.1133
7926,nov,3.42,33.8175,-118.0399
7927,nov,3.45,33.9107,-118.2362
7928,nov,2.84,37.3057,-121.8114
7929,nov,2.58,37.8625,-122.2758
7930,nov,3.6,32.7944,-117.0722
7931,nov,2.68,37.8567,-122.0249
7932,nov,2.44,38.7256,-123.4762
7933,nov,3.78,34.5967,-117.8447
7934,nov,2.83,37.311,-121.9616
7935,nov,3.47,33.6596,-117.7395
7936,nov,3.41,33.8108,-118.351
7937,nov,3.47,33.6392,-117.5852
7938,nov,2.69,37.754,-122.1897
7939,nov,3.69,34.4972,-118.1895
7940,oct,4.92,34.7289,-118.3268
7941,oct,4.46,36.7586,-119.8102
7942,oct,4.49,33.0224,-117.1069
7943,oct,3.57,37.9077,-122.70200000000001
7944,oct,5.05,34.448,-117.1922
7945,oct,4.43,33.5708,-117.6346
7946,oct,4.57,35.1628,-119.4303
7947,oct,4.64,34.1982,-117.3583
7948,oct,4.64,32.7991,-116.9733
7949,oct,4.44,34.066,-118.3827
7950,oct,4.67,33.9228,-117.1684
7951,oct,4.2,37.9321,-121.7038
7952,oct,4.03,37.9501,-122.5428
7953,oct,4.39,33.9246,-118.2019
7954,oct,4.23,38.0185,-121.0567
7955,oct,4.35,37.5523,-120.7846
7956,oct,4.4,33.7873,-117.8749
7957,oct,4.51,35.775,-119.2337
7958,oct,4.38,33.9423,-118.12899999999999
7959,oct,3.88,37.8946,-122.2792
7960,oct,4.4,33.7927,-117.7998
7961,oct,4.21,38.3461,-120.9452
7962,oct,4.56,32.9989,-117.0705
7963,oct,4.98,34.4934,-117.7744
7964,oct,3.98,38.3679,-122.5247
7965,oct,4.35,33.8238,-118.2668
7966,oct,5.03,34.9562,-117.2199
7967,oct,4.48,34.117,-117.771
7968,oct,4.34,33.9292,-118.009
7969,oct,4.71,33.5712,-117.1536
7970,oct,4.97,34.6061,-118.185
7971,oct,3.41,37.6826,-122.4821
7972,oct,4.57,34.457,-119.2531
7973,oct,4.23,37.3485,-121.8863
7974,oct,3.41,37.6992,-122.4504
7975,oct,4.58,35.4749,-120.676
7976,oct,3.89,41.1144,-121.33200000000001
7977,oct,4.46,36.5668,-119.62200000000001
7978,oct,3.99,38.4141,-122.5467
7979,oct,4.57,32.7603,-117.0703
7980,oct,4.03,37.9724,-122.5148
7981,oct,4.65,32.6709,-117.0927
7982,oct,4.59,34.2793,-118.6961
7983,oct,4.42,34.0142,-118.1136
7984,oct,4.51,33.2409,-117.2985
7985,oct,4.58,34.2929,-118.8713
7986,oct,4.39,33.8127,-117.8162
7987,oct,4.1,38.7911,-122.6107
7988,oct,4.29,33.6735,-118.0024
7989,oct,4.24,37.3802,-122.0879
7990,oct,4.44,36.7285,-119.5357
7991,oct,4.67,33.958,-117.2483
7992,oct,4.51,35.8016,-119.117
7993,oct,3.93,40.6414,-122.3421
7994,oct,4.31,33.769,-118.1923
7995,oct,4.27,37.2788,-121.9545
7996,oct,4.39,33.9729,-118.2488
7997,oct,3.92,38.3472,-122.6954
7998,oct,4.18,37.4449,-122.2625
7999,oct,3.96,38.4959,-122.9064
8000,oct,3.93,36.9707,-121.9909
8001,oct,4.3,37.8169,-121.2854
8002,oct,4.82,34.2563,-117.1913
8003,oct,4.39,33.8318,-117.8474
8004,oct,3.49,38.2459,-122.9064
8005,oct,4.54,33.1449,-117.1713
8006,oct,4.19,32.8388,-117.2616
8007,oct,4.39,34.0093,-118.4729
8008,oct,4.39,36.9915,-119.9873
8009,oct,4.26,37.2136,-121.8567
8010,oct,4.25,38.1456,-120.8573
8011,oct,4.72,33.6929,-117.2504
8012,oct,3.98,39.4135,-121.7116
8013,oct,4.37,36.8622,-121.3801
8014,oct,4.43,36.7532,-119.697
8015,oct,4.3,37.7823,-121.2358
8016,oct,4.51,34.0018,-117.5276
8017,oct,4.53,35.3248,-118.9633
8018,oct,4.3,37.8128,-121.2142
8019,oct,4.4,37.0484,-120.8698
8020,oct,4.66,35.1327,-118.5078
8021,oct,4.01,37.5516,-122.3277
8022,oct,4.0,38.3372,-122.3003
8023,oct,4.99,34.6919,-117.9776
8024,oct,4.41,36.8401,-119.6611
8025,oct,4.42,34.1341,-118.0266
8026,oct,3.93,38.4382,-122.6742
8027,oct,4.55,34.1395,-118.7607
8028,oct,4.2,32.9975,-117.2609
8029,oct,4.93,34.1725,-116.8759
8030,oct,4.17,33.0165,-117.2026
8031,oct,3.98,39.4965,-121.7471
8032,oct,4.62,32.6381,-116.9519
8033,oct,4.33,37.7978,-121.0018
8034,oct,3.93,38.4606,-122.6422
8035,oct,4.43,36.7673,-119.765
8036,oct,3.96,40.5049,-121.835
8037,oct,4.52,34.1317,-117.5924
8038,oct,4.63,33.2617,-117.0103
8039,oct,4.63,32.8468,-116.9898
8040,oct,4.13,38.8803,-120.9743
8041,oct,4.59,34.1335,-118.6646
8042,oct,3.26,40.7937,-124.161
8043,oct,4.02,39.5586,-121.5892
8044,oct,4.11,38.5922,-121.52799999999999
8045,oct,4.34,37.4775,-121.1456
8046,oct,4.45,36.8,-120.58
8047,oct,4.4,37.4322,-120.0968
8048,oct,4.05,39.0899,-121.5505
8049,oct,4.08,37.6337,-122.061
8050,oct,5.04,33.9523,-116.508
8051,oct,4.04,39.9183,-122.2139
8052,oct,4.42,33.8832,-117.7386
8053,oct,4.99,32.6643,-116.4651
8054,oct,4.44,36.4177,-119.0046
8055,oct,4.2,38.0042,-121.3237
8056,oct,4.08,39.1141,-121.6196
8057,oct,4.15,38.5493,-121.7365
8058,oct,4.85,32.8904,-116.6246
8059,oct,4.31,33.7761,-118.1185
8060,oct,4.33,37.9952,-120.3437
8061,oct,4.57,33.9988,-117.447
8062,oct,3.53,37.7487,-122.4155
8063,oct,4.4,36.8415,-119.7983
8064,oct,4.04,39.4422,-121.9522
8065,oct,4.38,37.2974,-120.3229
8066,oct,4.43,33.6402,-117.6911
8067,oct,4.48,35.949,-119.0374
8068,oct,4.25,37.317,-121.9356
8069,oct,4.54,34.0889,-117.4521
8070,oct,4.97,34.6987,-118.1501
8071,oct,4.34,33.9783,-118.0678
8072,oct,4.35,33.8933,-118.204
8073,oct,4.14,36.9229,-121.7722
8074,oct,4.57,32.707,-117.0542
8075,oct,4.32,33.8288,-118.3832
8076,oct,3.92,37.7997,-122.2121
8077,oct,4.44,36.351,-119.3366
8078,oct,4.64,34.6269,-120.0661
8079,oct,4.47,36.6265,-119.6753
8080,oct,4.54,33.122,-117.156
8081,oct,4.22,38.2002,-121.2351
8082,oct,4.07,39.2521,-121.6944
8083,oct,4.14,38.5463,-121.6868
8084,oct,5.01,34.5612,-118.0375
8085,oct,4.22,37.8477,-121.6081
8086,oct,4.24,37.3501,-122.036
8087,oct,3.98,37.8394,-122.1243
8088,oct,4.49,34.0704,-117.6994
8089,oct,4.11,37.9541,-122.0251
8090,oct,4.35,33.8574,-118.2563
8091,oct,3.88,37.865,-122.2859
8092,oct,4.37,34.4437,-119.9421
8093,oct,4.66,34.3847,-118.587
8094,oct,4.17,37.0577,-122.0597
8095,oct,4.37,33.8672,-118.0806
8096,oct,4.17,38.6412,-120.9711
8097,oct,4.34,33.8882,-118.1276
8098,oct,4.23,37.4365,-121.8944
8099,oct,4.18,37.4835,-122.2144
8100,oct,4.01,37.5704,-122.3204
8101,oct,4.1,38.8323,-121.5166
8102,oct,4.58,33.6965,-117.3247
8103,oct,4.33,33.7593,-118.0824
8104,oct,4.4,34.0636,-117.8974
8105,oct,3.53,37.7723,-122.4109
8106,oct,4.19,32.8564,-117.2114
8107,oct,4.34,33.9336,-118.0682
8108,oct,4.04,37.5922,-122.0458
8109,oct,4.48,32.7623,-117.1225
8110,oct,3.93,38.4805,-122.7498
8111,oct,3.99,37.6785,-122.132
8112,oct,4.3,37.2995,-121.7545
8113,oct,3.92,37.7932,-122.2435
8114,oct,4.43,33.6113,-117.6668
8115,oct,4.46,32.6974,-117.12
8116,oct,3.97,37.5543,-122.2703
8117,oct,4.49,36.0594,-119.3203
8118,oct,4.49,35.8349,-120.9809
8119,oct,4.1,38.8573,-122.2149
8120,oct,4.35,33.8334,-118.292
8121,oct,3.98,37.79,-122.1861
8122,oct,4.24,37.9548,-121.3073
8123,oct,3.95,36.9806,-122.046
8124,oct,4.18,37.4586,-122.2001
8125,oct,4.07,39.7935,-121.8795
